vaalipiiri;puolue;ikä;sukupuoli;Toimin tällä hetkellä kansanedustajana.;kotikunta;Äidinkieli;Työnantaja;Ammattiasema;Koulutus;Uskonnollinen yhteisö;Poliittisen puolueen jäsen;Käytän vaaleihin rahaa;Vuositulot;127|Suomessa on liian helppo elää sosiaaliturvan varassa;128|Kaupan ja muiden liikkeiden aukioloajat on vapautettava.;129|Suomessa on siirryttävä perustuloon joka korvaisi nykyisen sosiaaliturvan vähimmäistason.;130|Työntekijälle on turvattava lailla minimityöaika.;131|Ansiosidonnaisen työttömyysturvan kestoa pitää lyhentää.;132|Euron ulkopuolella Suomi pärjäisi paremmin.;134|Valtion ja kuntien taloutta on tasapainotettava ensisijaisesti leikkaamalla menoja.;135|Lapsilisiä on korotettava ja laitettava verolle.;136|Suomella ei ole varaa nykyisen laajuisiin sosiaali- ja terveyspalveluihin.;137|Nato-jäsenyys vahvistaisi Suomen turvallisuuspoliittista asemaa.;138|Suomeen tarvitaan enemmän poliiseja.;139|Maahanmuuttoa Suomeen on rajoitettava terrorismin uhan vuoksi.;140|Venäjän etupiiripolitiikka on uhka Suomelle.;141|Verkkovalvonnassa valtion turvallisuus on tärkeämpää kuin kansalaisten yksityisyyden suoja.;142|Suomen on osallistuttava Isisin vastaiseen taisteluun kouluttamalla Irakin hallituksen joukkoja.;143|Parantumattomasti sairaalla on oltava oikeus avustettuun kuolemaan.;144|Terveys- ja sosiaalipalvelut on tuotettava ensijaisesti julkisina palveluina.;145|Viranomaisten pitää puuttua lapsiperheiden ongelmiin nykyistä herkemmin.;146|Vanhuksen ja hänen omaistensa vastuuta hoitokustannuksista on lisättävä.;148|Ilmastonmuutoksen hillitseminen pitää asettaa teollisuuden kilpailukyvyn edelle.;150|Suomen pitää ottaa suurempi vastuu EU:n alueelle tulevista turvapaikanhakijoista.;151|On aika luopua ajatuksesta, että koko Suomi on pidettävä asuttuna.;201|Suomen Nato-jäsenyydestä on järjestettävä kansanäänestys.;244|Hyväksytään periaatepäätös uuden ydinvoimalaitosyksikön rakentamisesta.;245|Tuloveroa alennetaan tasaisesti kaikissa tuloluokissa talouden elvyttämiseksi.;246|Edellisen eduskunnan hyväksymä lainmuutos samaa sukupuolta olevien avioliiton sallimisesta peruutetaan.;247|Mietojen viinien ja vahvojen oluiden myynti ruokakaupassa sallitaan.;248|Ruotsin kielen opiskelu muutetaan vapaaehtoiseksi.;class
08 Kaakkois-Suomen vaalipiiri;Suomen Sosialidemokraattinen Puolue;59;M;0;Imatra;suomi ;julkinen ;joku muu;ammattitutkinto ;evankelis-luterilainen kirkko ;kyllä ;20 000-50 000 euroa;70 000-100 000 euroa;jokseenkin eri mieltä;jokseenkin eri mieltä;täysin eri mieltä;täysin samaa mieltä;täysin eri mieltä;jokseenkin eri mieltä;jokseenkin eri mieltä;jokseenkin samaa mieltä;jokseenkin eri mieltä;täysin eri mieltä;täysin samaa mieltä;jokseenkin eri mieltä;jokseenkin eri mieltä;täysin samaa mieltä;jokseenkin eri mieltä;jokseenkin samaa mieltä;täysin samaa mieltä;täysin samaa mieltä;jokseenkin samaa mieltä;täysin eri mieltä;jokseenkin samaa mieltä;jokseenkin eri mieltä;Kyllä;Kyllä;Ei;Ei;Kyllä;Ei;Ei valittu
13 Lapin vaalipiiri;Suomen Keskusta;34;M;0;Enontekiö;suomi ;julkinen ;johtava asema ;korkeakoulututkinto ;evankelis-luterilainen kirkko ;kyllä ;20 000-50 000 euroa;70 000-100 000 euroa;jokseenkin samaa mieltä;täysin samaa mieltä;jokseenkin samaa mieltä;täysin eri mieltä;jokseenkin samaa mieltä;jokseenkin samaa mieltä;täysin samaa mieltä;jokseenkin samaa mieltä;täysin eri mieltä;täysin eri mieltä;täysin samaa mieltä;jokseenkin samaa mieltä;jokseenkin samaa mieltä;jokseenkin samaa mieltä;täysin eri mieltä;täysin samaa mieltä;jokseenkin samaa mieltä;jokseenkin samaa mieltä;täysin eri mieltä;jokseenkin eri mieltä;täysin eri mieltä;täysin eri mieltä;Kyllä;Ei;Kyllä;Ei;Kyllä;Kyllä;Valittu
09 Savo-Karjalan vaalipiiri;Suomen Keskusta;0;M;1;Iisalmi;suomi ;julkinen ;joku muu;korkeakoulututkinto ;evankelis-luterilainen kirkko ;kyllä ;20 000-50 000 euroa;yli 100 000 euroa;jokseenkin samaa mieltä;jokseenkin eri mieltä;ohita kysymys;jokseenkin samaa mieltä;jokseenkin eri mieltä;jokseenkin eri mieltä;jokseenkin samaa mieltä;jokseenkin samaa mieltä;jokseenkin eri mieltä;täysin eri mieltä;jokseenkin samaa mieltä;jokseenkin eri mieltä;jokseenkin eri mieltä;jokseenkin samaa mieltä;jokseenkin samaa mieltä;täysin eri mieltä;jokseenkin samaa mieltä;jokseenkin samaa mieltä;jokseenkin samaa mieltä;jokseenkin samaa mieltä;jokseenkin eri mieltä;täysin eri mieltä;Kyllä;Ei;Ei;Ei;Ei;Ei;Valittu
11 Keski-Suomen vaalipiiri;Suomen Keskusta;25;M;0;Jyväskylä;suomi ;julkinen ;asiantuntijatehtävä ;korkeakoulututkinto ;evankelis-luterilainen kirkko ;kyllä ;20 000-50 000 euroa;30 000-50 000 euroa;jokseenkin samaa mieltä;jokseenkin samaa mieltä;jokseenkin samaa mieltä;jokseenkin eri mieltä;jokseenkin eri mieltä;ohita kysymys;jokseenkin eri mieltä;jokseenkin eri mieltä;jokseenkin eri mieltä;jokseenkin eri mieltä;jokseenkin samaa mieltä;jokseenkin eri mieltä;jokseenkin eri mieltä;jokseenkin eri mieltä;jokseenkin eri mieltä;jokseenkin samaa mieltä;jokseenkin samaa mieltä;täysin samaa mieltä;jokseenkin eri mieltä;jokseenkin samaa mieltä;jokseenkin eri mieltä;täysin eri mieltä;Kyllä;Ei;Ei;Ei;Kyllä;Kyllä;Ei valittu
03 Varsinais-Suomen vaalipiiri;Suomen Kristillisdemokraatit (KD);27;F;0;Raisio;suomi ;yksityinen ;työntekijä ;ylioppilas ;evankelis-luterilainen kirkko ;kyllä ;1 000-5 000 euroa;null;jokseenkin samaa mieltä;jokseenkin eri mieltä;täysin eri mieltä;jokseenkin samaa mieltä;jokseenkin eri mieltä;jokseenkin eri mieltä;jokseenkin samaa mieltä;jokseenkin eri mieltä;jokseenkin samaa mieltä;jokseenkin samaa mieltä;jokseenkin samaa mieltä;jokseenkin eri mieltä;jokseenkin eri mieltä;jokseenkin samaa mieltä;jokseenkin samaa mieltä;jokseenkin eri mieltä;jokseenkin samaa mieltä;jokseenkin eri mieltä;täysin eri mieltä;jokseenkin samaa mieltä;jokseenkin eri mieltä;jokseenkin eri mieltä;Kyllä;Kyllä;Ei;Ei;Ei;Ei;Ei valittu
08 Kaakkois-Suomen vaalipiiri;Itsenäisyyspuolue;46;M;0;Kouvola;suomi ;yksityinen ;yrittäjä ;ammattitutkinto ;ei kuulu kirkkoon tai muuhun uskonnolliseen yhteisöön;kyllä ;alle 1 000 euroa;alle 20 000 euroa;jokseenkin samaa mieltä;jokseenkin samaa mieltä;jokseenkin samaa mieltä;täysin samaa mieltä;jokseenkin eri mieltä;täysin samaa mieltä;jokseenkin samaa mieltä;jokseenkin eri mieltä;jokseenkin samaa mieltä;täysin eri mieltä;jokseenkin samaa mieltä;jokseenkin samaa mieltä;jokseenkin samaa mieltä;jokseenkin eri mieltä;täysin eri mieltä;jokseenkin samaa mieltä;jokseenkin samaa mieltä;jokseenkin samaa mieltä;jokseenkin eri mieltä;jokseenkin samaa mieltä;jokseenkin eri mieltä;jokseenkin samaa mieltä;Kyllä;Kyllä;Ei;Ei;Kyllä;Kyllä;Ei valittu
07 Pirkanmaan vaalipiiri;Perussuomalaiset;27;M;0;Nokia;suomi ;yksityinen ;työntekijä ;peruskoulu ;ei kuulu kirkkoon tai muuhun uskonnolliseen yhteisöön;kyllä ;1 000-5 000 euroa;alle 20 000 euroa;jokseenkin eri mieltä;jokseenkin samaa mieltä;täysin samaa mieltä;täysin samaa mieltä;jokseenkin eri mieltä;täysin samaa mieltä;täysin samaa mieltä;jokseenkin samaa mieltä;jokseenkin eri mieltä;jokseenkin eri mieltä;täysin samaa mieltä;jokseenkin samaa mieltä;jokseenkin samaa mieltä;jokseenkin samaa mieltä;täysin samaa mieltä;jokseenkin samaa mieltä;täysin samaa mieltä;jokseenkin samaa mieltä;jokseenkin eri mieltä;täysin eri mieltä;täysin eri mieltä;täysin eri mieltä;Kyllä;Kyllä;Kyllä;Ei;Kyllä;Kyllä;Ei valittu
07 Pirkanmaan vaalipiiri;Suomen Kristillisdemokraatit (KD);59;M;0;Tampere;suomi ;julkinen ;null;korkeakoulututkinto ;evankelis-luterilainen kirkko ;kyllä ;1 000-5 000 euroa;30 000-50 000 euroa;jokseenkin samaa mieltä;jokseenkin eri mieltä;jokseenkin eri mieltä;jokseenkin samaa mieltä;jokseenkin eri mieltä;jokseenkin samaa mieltä;jokseenkin eri mieltä;jokseenkin samaa mieltä;jokseenkin eri mieltä;jokseenkin samaa mieltä;jokseenkin samaa mieltä;jokseenkin samaa mieltä;jokseenkin samaa mieltä;jokseenkin samaa mieltä;täysin eri mieltä;täysin eri mieltä;jokseenkin samaa mieltä;jokseenkin samaa mieltä;jokseenkin eri mieltä;jokseenkin samaa mieltä;jokseenkin eri mieltä;täysin eri mieltä;Kyllä;Ei;Kyllä;Kyllä;Ei;Ei;Ei valittu
02 Uudenmaan vaalipiiri;Piraattipuolue;0;M;0;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;Ei valittu
01 Helsingin vaalipiiri;Suomen Keskusta;60;M;0;Helsinki;suomi ;yksityinen ;johtava asema ;null;evankelis-luterilainen kirkko ;kyllä ;20 000-50 000 euroa;yli 100 000 euroa;jokseenkin eri mieltä;jokseenkin samaa mieltä;jokseenkin samaa mieltä;ohita kysymys;ohita kysymys;jokseenkin eri mieltä;jokseenkin eri mieltä;jokseenkin eri mieltä;jokseenkin eri mieltä;jokseenkin eri mieltä;jokseenkin samaa mieltä;jokseenkin eri mieltä;jokseenkin eri mieltä;jokseenkin eri mieltä;ohita kysymys;jokseenkin eri mieltä;jokseenkin samaa mieltä;jokseenkin samaa mieltä;ohita kysymys;jokseenkin eri mieltä;jokseenkin samaa mieltä;täysin eri mieltä;Kyllä;Kyllä;Kyllä;Ei;Ei;Ei;Ei valittu
02 Uudenmaan vaalipiiri;Suomen Kristillisdemokraatit (KD);27;F;0;Espoo;suomi ;ei työelämässä;opiskelija ;korkeakoulututkinto ;evankelis-luterilainen kirkko ;kyllä ;1 000-5 000 euroa;null;jokseenkin samaa mieltä;ohita kysymys;jokseenkin eri mieltä;jokseenkin eri mieltä;täysin samaa mieltä;ohita kysymys;jokseenkin samaa mieltä;jokseenkin eri mieltä;täysin samaa mieltä;jokseenkin samaa mieltä;jokseenkin samaa mieltä;jokseenkin eri mieltä;jokseenkin samaa mieltä;jokseenkin eri mieltä;jokseenkin samaa mieltä;täysin eri mieltä;jokseenkin samaa mieltä;jokseenkin samaa mieltä;jokseenkin eri mieltä;jokseenkin samaa mieltä;jokseenkin samaa mieltä;jokseenkin eri mieltä;Tyhjä;Kyllä;Kyllä;Kyllä;Kyllä;Ei;Ei valittu
07 Pirkanmaan vaalipiiri;Kommunistinen Työväenpuolue - Rauhan ja Sosialismin puolesta;67;M;0;Lohja;suomi ;ei työelämässä;asiantuntijatehtävä ;joku muu;ei kuulu kirkkoon tai muuhun uskonnolliseen yhteisöön;kyllä ;alle 1 000 euroa;30 000-50 000 euroa;täysin eri mieltä;jokseenkin eri mieltä;jokseenkin samaa mieltä;täysin samaa mieltä;täysin eri mieltä;täysin samaa mieltä;täysin eri mieltä;jokseenkin eri mieltä;täysin eri mieltä;täysin eri mieltä;jokseenkin eri mieltä;jokseenkin eri mieltä;täysin eri mieltä;täysin eri mieltä;täysin eri mieltä;jokseenkin samaa mieltä;täysin samaa mieltä;jokseenkin samaa mieltä;täysin eri mieltä;jokseenkin samaa mieltä;jokseenkin samaa mieltä;täysin eri mieltä;Kyllä;Ei;Kyllä;Ei;Kyllä;Ei;Ei valittu
10 Vaasan vaalipiiri;Kansallinen Kokoomus;27;M;0;Vaasa;suomi ;julkinen ;johtava asema ;ylioppilas ;muu kristillinen kirkko tai yhteisö ;kyllä ;null;null;jokseenkin eri mieltä;täysin samaa mieltä;jokseenkin eri mieltä;täysin eri mieltä;jokseenkin samaa mieltä;täysin eri mieltä;jokseenkin samaa mieltä;jokseenkin eri mieltä;jokseenkin samaa mieltä;täysin samaa mieltä;jokseenkin samaa mieltä;jokseenkin eri mieltä;jokseenkin samaa mieltä;jokseenkin samaa mieltä;jokseenkin samaa mieltä;jokseenkin samaa mieltä;täysin eri mieltä;täysin samaa mieltä;jokseenkin samaa mieltä;jokseenkin samaa mieltä;jokseenkin eri mieltä;jokseenkin samaa mieltä;Kyllä;Ei;Kyllä;Ei;Kyllä;Ei;Ei valittu
11 Keski-Suomen vaalipiiri;Suomen Kristillisdemokraatit (KD);57;M;0;Jyväskylä;suomi ;yksityinen ;asiantuntijatehtävä ;ammattitutkinto ;muu kristillinen kirkko tai yhteisö ;kyllä ;1 000-5 000 euroa;null;jokseenkin eri mieltä;jokseenkin eri mieltä;jokseenkin samaa mieltä;jokseenkin eri mieltä;jokseenkin eri mieltä;jokseenkin samaa mieltä;jokseenkin samaa mieltä;jokseenkin samaa mieltä;jokseenkin eri mieltä;jokseenkin eri mieltä;jokseenkin samaa mieltä;jokseenkin eri mieltä;jokseenkin samaa mieltä;täysin samaa mieltä;jokseenkin eri mieltä;täysin eri mieltä;jokseenkin samaa mieltä;jokseenkin samaa mieltä;jokseenkin eri mieltä;täysin samaa mieltä;jokseenkin samaa mieltä;täysin eri mieltä;Kyllä;Ei;Ei;Kyllä;Ei;Ei;Ei valittu
04 Satakunnan vaalipiiri;Suomen Sosialidemokraattinen Puolue;40;M;0;null;suomi ;yksityinen ;toimihenkilö ;korkeakoulututkinto ;ei kuulu kirkkoon tai muuhun uskonnolliseen yhteisöön;kyllä ;5 000-10 000 euroa;30 000-50 000 euroa;täysin eri mieltä;jokseenkin eri mieltä;täysin eri mieltä;täysin samaa mieltä;täysin eri mieltä;täysin eri mieltä;jokseenkin eri mieltä;täysin samaa mieltä;täysin eri mieltä;täysin eri mieltä;jokseenkin samaa mieltä;täysin eri mieltä;täysin eri mieltä;jokseenkin eri mieltä;jokseenkin samaa mieltä;täysin samaa mieltä;täysin samaa mieltä;jokseenkin samaa mieltä;jokseenkin samaa mieltä;jokseenkin eri mieltä;jokseenkin samaa mieltä;jokseenkin eri mieltä;Kyllä;Kyllä;Ei;Ei;Ei;Ei;Ei valittu
02 Uudenmaan vaalipiiri;Vihreä liitto;32;F;0;Kerava;suomi ;yksityinen ;toimihenkilö ;korkeakoulututkinto ;evankelis-luterilainen kirkko ;kyllä ;5 000-10 000 euroa;30 000-50 000 euroa;jokseenkin eri mieltä;jokseenkin samaa mieltä;täysin samaa mieltä;täysin samaa mieltä;jokseenkin samaa mieltä;täysin eri mieltä;täysin eri mieltä;jokseenkin eri mieltä;jokseenkin eri mieltä;jokseenkin samaa mieltä;jokseenkin eri mieltä;täysin eri mieltä;jokseenkin samaa mieltä;jokseenkin eri mieltä;täysin samaa mieltä;täysin samaa mieltä;täysin samaa mieltä;jokseenkin samaa mieltä;jokseenkin eri mieltä;jokseenkin samaa mieltä;jokseenkin samaa mieltä;jokseenkin samaa mieltä;Kyllä;Ei;Ei;Ei;Ei;Ei;Ei valittu
10 Vaasan vaalipiiri;Suomen Kristillisdemokraatit (KD);55;F;0;Lapua;suomi ;julkinen ;johtava asema ;korkeakoulututkinto ;evankelis-luterilainen kirkko ;kyllä ;5 000-10 000 euroa;70 000-100 000 euroa;jokseenkin samaa mieltä;jokseenkin eri mieltä;jokseenkin eri mieltä;jokseenkin samaa mieltä;jokseenkin samaa mieltä;jokseenkin samaa mieltä;jokseenkin samaa mieltä;jokseenkin eri mieltä;jokseenkin samaa mieltä;jokseenkin eri mieltä;täysin samaa mieltä;jokseenkin samaa mieltä;jokseenkin samaa mieltä;jokseenkin samaa mieltä;jokseenkin eri mieltä;jokseenkin eri mieltä;täysin samaa mieltä;täysin samaa mieltä;jokseenkin eri mieltä;jokseenkin eri mieltä;jokseenkin eri mieltä;jokseenkin eri mieltä;Kyllä;Ei;Ei;Kyllä;Ei;Ei;Ei valittu
11 Keski-Suomen vaalipiiri;Kansallinen Kokoomus;25;M;0;Pihtipudas;suomi ;yksityinen ;yrittäjä ;korkeakoulututkinto ;evankelis-luterilainen kirkko ;kyllä ;null;20 000-30 000 euroa;jokseenkin samaa mieltä;jokseenkin samaa mieltä;jokseenkin samaa mieltä;jokseenkin eri mieltä;jokseenkin samaa mieltä;jokseenkin eri mieltä;jokseenkin samaa mieltä;jokseenkin eri mieltä;jokseenkin eri mieltä;jokseenkin samaa mieltä;täysin samaa mieltä;jokseenkin samaa mieltä;jokseenkin samaa mieltä;jokseenkin eri mieltä;jokseenkin eri mieltä;jokseenkin eri mieltä;jokseenkin eri mieltä;jokseenkin samaa mieltä;jokseenkin eri mieltä;jokseenkin eri mieltä;jokseenkin eri mieltä;täysin eri mieltä;Kyllä;Kyllä;Kyllä;Kyllä;Ei;Kyllä;Ei valittu
02 Uudenmaan vaalipiiri;Perussuomalaiset;37;M;0;Espoo;suomi ;yksityinen ;johtava asema ;korkeakoulututkinto ;ei kuulu kirkkoon tai muuhun uskonnolliseen yhteisöön;kyllä ;1 000-5 000 euroa;50 000-70 000 euroa;jokseenkin samaa mieltä;täysin samaa mieltä;jokseenkin samaa mieltä;jokseenkin eri mieltä;jokseenkin eri mieltä;täysin samaa mieltä;täysin samaa mieltä;jokseenkin eri mieltä;jokseenkin eri mieltä;täysin samaa mieltä;jokseenkin samaa mieltä;täysin samaa mieltä;täysin samaa mieltä;täysin eri mieltä;jokseenkin samaa mieltä;täysin samaa mieltä;jokseenkin samaa mieltä;jokseenkin samaa mieltä;jokseenkin samaa mieltä;jokseenkin eri mieltä;täysin eri mieltä;jokseenkin samaa mieltä;Kyllä;Kyllä;Kyllä;Tyhjä;Kyllä;Kyllä;Ei valittu
11 Keski-Suomen vaalipiiri;Perussuomalaiset;50;M;0;Muurame;suomi ;yksityinen ;yrittäjä ;null;evankelis-luterilainen kirkko ;kyllä ;null;null;jokseenkin samaa mieltä;täysin samaa mieltä;jokseenkin samaa mieltä;täysin samaa mieltä;jokseenkin samaa mieltä;jokseenkin samaa mieltä;jokseenkin samaa mieltä;jokseenkin samaa mieltä;täysin eri mieltä;jokseenkin eri mieltä;jokseenkin samaa mieltä;jokseenkin eri mieltä;jokseenkin eri mieltä;täysin eri mieltä;täysin eri mieltä;täysin eri mieltä;täysin samaa mieltä;täysin samaa mieltä;täysin eri mieltä;jokseenkin samaa mieltä;täysin eri mieltä;jokseenkin samaa mieltä;Kyllä;Ei;Ei;Ei;Kyllä;Kyllä;Ei valittu
02 Uudenmaan vaalipiiri;Kansallinen Kokoomus;45;F;0;Espoo;suomi ;julkinen ;korkeakoulututkintoa vaativa tehtävä ;korkeakoulututkinto ;evankelis-luterilainen kirkko ;kyllä ;20 000-50 000 euroa;yli 100 000 euroa;jokseenkin samaa mieltä;täysin samaa mieltä;jokseenkin eri mieltä;jokseenkin eri mieltä;jokseenkin samaa mieltä;täysin eri mieltä;jokseenkin samaa mieltä;jokseenkin eri mieltä;jokseenkin samaa mieltä;jokseenkin samaa mieltä;jokseenkin samaa mieltä;jokseenkin eri mieltä;jokseenkin samaa mieltä;jokseenkin samaa mieltä;ohita kysymys;jokseenkin eri mieltä;jokseenkin eri mieltä;jokseenkin samaa mieltä;jokseenkin eri mieltä;jokseenkin eri mieltä;jokseenkin eri mieltä;jokseenkin samaa mieltä;Kyllä;Ei;Kyllä;Tyhjä;Kyllä;Kyllä;Valittu
03 Varsinais-Suomen vaalipiiri;Itsenäisyyspuolue;56;F;0;Uusikaupunki;suomi ;yksityinen ;asiantuntijatehtävä ;ammattitutkinto ;ei kuulu kirkkoon tai muuhun uskonnolliseen yhteisöön;kyllä ;1 000-5 000 euroa;alle 20 000 euroa;jokseenkin eri mieltä;jokseenkin samaa mieltä;jokseenkin samaa mieltä;täysin samaa mieltä;jokseenkin eri mieltä;täysin samaa mieltä;jokseenkin samaa mieltä;täysin eri mieltä;täysin eri mieltä;täysin eri mieltä;täysin samaa mieltä;jokseenkin samaa mieltä;jokseenkin eri mieltä;jokseenkin eri mieltä;täysin eri mieltä;täysin samaa mieltä;täysin samaa mieltä;jokseenkin samaa mieltä;täysin eri mieltä;jokseenkin eri mieltä;jokseenkin eri mieltä;täysin eri mieltä;Kyllä;Ei;Kyllä;Tyhjä;Ei;Kyllä;Ei valittu
06 Hämeen vaalipiiri;Vihreä liitto;47;F;0;Hausjärvi;suomi ;julkinen ;korkeakoulututkintoa vaativa tehtävä ;korkeakoulututkinto ;ei kuulu kirkkoon tai muuhun uskonnolliseen yhteisöön;kyllä ;alle 1 000 euroa;20 000-30 000 euroa;täysin eri mieltä;täysin samaa mieltä;täysin samaa mieltä;jokseenkin eri mieltä;jokseenkin samaa mieltä;jokseenkin eri mieltä;jokseenkin eri mieltä;jokseenkin eri mieltä;täysin samaa mieltä;jokseenkin eri mieltä;jokseenkin eri mieltä;jokseenkin eri mieltä;jokseenkin samaa mieltä;jokseenkin samaa mieltä;jokseenkin eri mieltä;täysin samaa mieltä;täysin samaa mieltä;jokseenkin eri mieltä;jokseenkin eri mieltä;täysin samaa mieltä;jokseenkin samaa mieltä;jokseenkin eri mieltä;Ei;Ei;Ei;Ei;Kyllä;Kyllä;Ei valittu
07 Pirkanmaan vaalipiiri;Suomen Sosialidemokraattinen Puolue;42;F;0;Kangasala;null;julkinen ;työntekijä ;ammattitutkinto ;evankelis-luterilainen kirkko ;kyllä ;5 000-10 000 euroa;30 000-50 000 euroa;jokseenkin eri mieltä;jokseenkin samaa mieltä;täysin eri mieltä;täysin samaa mieltä;täysin eri mieltä;jokseenkin eri mieltä;jokseenkin eri mieltä;täysin eri mieltä;täysin eri mieltä;täysin eri mieltä;jokseenkin samaa mieltä;jokseenkin eri mieltä;jokseenkin eri mieltä;jokseenkin samaa mieltä;jokseenkin samaa mieltä;jokseenkin samaa mieltä;täysin samaa mieltä;jokseenkin samaa mieltä;jokseenkin eri mieltä;jokseenkin samaa mieltä;jokseenkin eri mieltä;jokseenkin samaa mieltä;Kyllä;Ei;Ei;Ei;Kyllä;Kyllä;Ei valittu
01 Helsingin vaalipiiri;Suomen Sosialidemokraattinen Puolue;41;F;0;Helsinki;suomi ;julkinen ;asiantuntijatehtävä ;korkeakoulututkinto ;evankelis-luterilainen kirkko ;ei;1 000-5 000 euroa;null;jokseenkin eri mieltä;jokseenkin samaa mieltä;jokseenkin eri mieltä;jokseenkin eri mieltä;jokseenkin eri mieltä;jokseenkin eri mieltä;jokseenkin eri mieltä;jokseenkin samaa mieltä;jokseenkin eri mieltä;täysin eri mieltä;täysin samaa mieltä;täysin eri mieltä;jokseenkin samaa mieltä;jokseenkin samaa mieltä;jokseenkin eri mieltä;jokseenkin samaa mieltä;jokseenkin samaa mieltä;täysin samaa mieltä;jokseenkin samaa mieltä;täysin samaa mieltä;jokseenkin samaa mieltä;täysin samaa mieltä;Kyllä;Ei;Ei;Ei;Kyllä;Ei;Ei valittu
04 Satakunnan vaalipiiri;Perussuomalaiset;34;M;0;Honkajoki;null;yksityinen ;työntekijä ;ylioppilas ;evankelis-luterilainen kirkko ;kyllä ;5 000-10 000 euroa;30 000-50 000 euroa;jokseenkin eri mieltä;täysin samaa mieltä;jokseenkin eri mieltä;jokseenkin samaa mieltä;täysin eri mieltä;täysin samaa mieltä;jokseenkin samaa mieltä;täysin eri mieltä;jokseenkin samaa mieltä;täysin eri mieltä;täysin samaa mieltä;täysin samaa mieltä;jokseenkin samaa mieltä;jokseenkin eri mieltä;täysin eri mieltä;täysin samaa mieltä;jokseenkin samaa mieltä;täysin samaa mieltä;täysin eri mieltä;täysin eri mieltä;täysin eri mieltä;täysin eri mieltä;Kyllä;Kyllä;Ei;Ei;Kyllä;Kyllä;Ei valittu
07 Pirkanmaan vaalipiiri;Suomen Kommunistinen Puolue;35;M;0;Nokia;suomi ;yksityinen ;työntekijä ;ammattitutkinto ;ei kuulu kirkkoon tai muuhun uskonnolliseen yhteisöön;kyllä ;alle 1 000 euroa;20 000-30 000 euroa;täysin eri mieltä;jokseenkin eri mieltä;jokseenkin samaa mieltä;täysin samaa mieltä;täysin eri mieltä;täysin samaa mieltä;täysin eri mieltä;jokseenkin samaa mieltä;täysin eri mieltä;täysin eri mieltä;jokseenkin samaa mieltä;täysin eri mieltä;jokseenkin eri mieltä;jokseenkin eri mieltä;täysin eri mieltä;täysin samaa mieltä;täysin samaa mieltä;jokseenkin samaa mieltä;täysin eri mieltä;jokseenkin samaa mieltä;jokseenkin eri mieltä;täysin eri mieltä;Kyllä;Ei;Tyhjä;Ei;Kyllä;Kyllä;Ei valittu
01 Helsingin vaalipiiri;Suomen Kommunistinen Puolue;60;M;0;Helsinki;suomi ;ei työelämässä;eläkeläinen ;ammattitutkinto ;ei kuulu kirkkoon tai muuhun uskonnolliseen yhteisöön;kyllä ;alle 1 000 euroa;alle 20 000 euroa;täysin eri mieltä;jokseenkin samaa mieltä;täysin samaa mieltä;täysin samaa mieltä;täysin eri mieltä;täysin samaa mieltä;täysin eri mieltä;jokseenkin samaa mieltä;täysin eri mieltä;täysin eri mieltä;täysin eri mieltä;täysin eri mieltä;täysin eri mieltä;täysin eri mieltä;täysin eri mieltä;täysin samaa mieltä;täysin samaa mieltä;jokseenkin eri mieltä;täysin eri mieltä;jokseenkin samaa mieltä;jokseenkin samaa mieltä;täysin eri mieltä;Kyllä;Ei;Ei;Ei;Kyllä;Kyllä;Ei valittu
08 Kaakkois-Suomen vaalipiiri;Vihreä liitto;34;F;0;Kangasniemi;suomi ;yksityinen ;asiantuntijatehtävä ;korkeakoulututkinto ;evankelis-luterilainen kirkko ;kyllä ;1 000-5 000 euroa;30 000-50 000 euroa;jokseenkin eri mieltä;jokseenkin samaa mieltä;jokseenkin samaa mieltä;jokseenkin eri mieltä;täysin eri mieltä;jokseenkin eri mieltä;jokseenkin eri mieltä;jokseenkin samaa mieltä;jokseenkin eri mieltä;täysin eri mieltä;jokseenkin samaa mieltä;täysin eri mieltä;jokseenkin eri mieltä;täysin eri mieltä;ohita kysymys;täysin samaa mieltä;täysin samaa mieltä;jokseenkin samaa mieltä;jokseenkin samaa mieltä;täysin samaa mieltä;täysin samaa mieltä;jokseenkin eri mieltä;Kyllä;Ei;Ei;Ei;Ei;Kyllä;Ei valittu
02 Uudenmaan vaalipiiri;Perussuomalaiset;49;M;0;Vihti;suomi ;yksityinen ;yrittäjä ;ammattitutkinto ;ei kuulu kirkkoon tai muuhun uskonnolliseen yhteisöön;kyllä ;null;null;jokseenkin samaa mieltä;täysin samaa mieltä;jokseenkin eri mieltä;jokseenkin samaa mieltä;jokseenkin eri mieltä;täysin samaa mieltä;täysin samaa mieltä;täysin eri mieltä;jokseenkin samaa mieltä;jokseenkin eri mieltä;täysin samaa mieltä;täysin samaa mieltä;jokseenkin samaa mieltä;jokseenkin eri mieltä;täysin eri mieltä;täysin samaa mieltä;jokseenkin samaa mieltä;jokseenkin samaa mieltä;täysin eri mieltä;täysin eri mieltä;täysin eri mieltä;jokseenkin eri mieltä;Kyllä;Kyllä;Ei;Ei;Kyllä;Kyllä;Ei valittu
